timestamp,simple-path,time
2021-09-09 20:19:24.644,/master/welcome,325
2021-09-09 20:19:24.908,/master/welcome,248
2021-09-09 20:19:25.547,/master/sign-in,548
2021-09-09 20:19:26.54,/master/welcome,569
2021-09-09 20:19:28.112,/master/welcome,426
2021-09-09 20:19:28.699,/master/welcome,539
2021-09-09 20:19:29.069,/master/welcome,274
2021-09-09 20:19:29.317,/master/welcome,220
2021-09-09 20:19:29.914,/master/sign-in,545
2021-09-09 20:19:30.845,/master/welcome,534
2021-09-09 20:19:31.518,/administrator/dashboard/show,544
2021-09-09 20:19:32.096,/master/welcome,275
2021-09-09 20:19:32.684,/master/welcome,533
2021-09-09 20:19:32.967,/master/welcome,234
2021-09-09 20:19:33.271,/master/welcome,294
2021-09-09 20:19:33.847,/master/sign-in,532
2021-09-09 20:19:34.785,/master/welcome,551
2021-09-09 20:19:35.178,/administrator/dashboard/show,367
2021-09-09 20:19:35.491,/master/welcome,287
2021-09-09 20:19:36.074,/master/welcome,540
2021-09-09 20:19:36.465,/master/welcome,350
2021-09-09 20:19:36.75,/master/welcome,272
2021-09-09 20:19:37.316,/master/sign-in,527
2021-09-09 20:19:38.231,/master/welcome,534
2021-09-09 20:19:38.536,/administrator/dashboard/show,281
2021-09-09 20:19:38.779,/master/welcome,227
2021-09-09 20:19:39.39,/master/welcome,568
2021-09-09 20:19:44.003,/master/welcome,359
2021-09-09 20:19:44.254,/master/welcome,234
2021-09-09 20:19:44.83,/master/sign-in,529
2021-09-09 20:19:45.798,/master/welcome,558
2021-09-09 20:19:47.391,/master/welcome,431
2021-09-09 20:19:47.981,/master/welcome,541
2021-09-09 20:19:48.318,/master/welcome,299
2021-09-09 20:19:48.565,/master/welcome,232
2021-09-09 20:19:49.156,/master/sign-in,547
2021-09-09 20:19:50.088,/master/welcome,545
2021-09-09 20:19:51.271,/authenticated/task/list,1085
2021-09-09 20:19:51.882,/authenticated/task/show,532
2021-09-09 20:19:52.258,/master/welcome,229
2021-09-09 20:19:52.492,/master/welcome,225
2021-09-09 20:19:53.079,/master/sign-in,545
2021-09-09 20:19:54.021,/master/welcome,536
2021-09-09 20:19:54.692,/authenticated/task/list,551
2021-09-09 20:19:55.343,/authenticated/task/show,542
2021-09-09 20:19:55.783,/master/welcome,244
2021-09-09 20:19:56.023,/master/welcome,230
2021-09-09 20:19:56.585,/master/sign-in,526
2021-09-09 20:19:57.531,/master/welcome,538
2021-09-09 20:19:58.149,/authenticated/task/list,537
2021-09-09 20:19:58.753,/authenticated/task/show,544
2021-09-09 20:19:59.162,/master/welcome,259
2021-09-09 20:19:59.414,/master/welcome,240
2021-09-09 20:20:00.012,/master/sign-in,548
2021-09-09 20:20:00.961,/master/welcome,548
2021-09-09 20:20:01.584,/authenticated/task/list,531
2021-09-09 20:20:02.184,/authenticated/task/show,541
2021-09-09 20:20:02.556,/master/welcome,235
2021-09-09 20:20:02.788,/master/welcome,220
2021-09-09 20:20:03.355,/master/sign-in,529
2021-09-09 20:20:04.357,/master/welcome,544
2021-09-09 20:20:05.019,/authenticated/task/list,539
2021-09-09 20:20:05.616,/authenticated/task/show,539
2021-09-09 20:20:06.017,/master/welcome,233
2021-09-09 20:20:06.286,/authenticated/task/show,261
2021-09-09 20:20:06.533,/master/welcome,226
2021-09-09 20:20:06.806,/authenticated/task/show,265
2021-09-09 20:20:07.074,/master/welcome,252
2021-09-09 20:20:07.338,/authenticated/task/show,253
2021-09-09 20:20:07.608,/master/welcome,251
2021-09-09 20:20:07.909,/authenticated/task/show,278
2021-09-09 20:20:08.157,/master/welcome,230
2021-09-09 20:20:08.466,/authenticated/task/show,294
2021-09-09 20:20:08.72,/master/welcome,235
2021-09-09 20:20:09.006,/authenticated/task/show,279
2021-09-09 20:20:09.264,/master/welcome,235
2021-09-09 20:20:09.525,/authenticated/task/show,254
2021-09-09 20:20:09.783,/master/welcome,235
2021-09-09 20:20:10.052,/authenticated/task/show,262
2021-09-09 20:20:10.303,/master/welcome,234
2021-09-09 20:20:10.568,/authenticated/task/show,257
2021-09-09 20:20:10.809,/master/welcome,225
2021-09-09 20:20:11.078,/authenticated/task/show,257
2021-09-09 20:20:11.326,/master/welcome,233
2021-09-09 20:20:11.601,/authenticated/task/show,262
2021-09-09 20:20:15.625,/master/welcome,350
2021-09-09 20:20:15.876,/master/welcome,241
2021-09-09 20:20:16.461,/master/sign-in,536
2021-09-09 20:20:17.406,/master/welcome,550
2021-09-09 20:20:18.987,/master/welcome,439
2021-09-09 20:20:19.577,/master/welcome,534
2021-09-09 20:20:19.834,/master/welcome,230
2021-09-09 20:20:20.088,/master/welcome,246
2021-09-09 20:20:20.654,/master/sign-in,529
2021-09-09 20:20:21.612,/master/welcome,551
2021-09-09 20:20:22.801,/authenticated/task/list,1085
2021-09-09 20:20:23.457,/master/welcome,248
2021-09-09 20:20:23.707,/master/welcome,237
2021-09-09 20:20:24.279,/master/sign-in,529
2021-09-09 20:20:25.222,/master/welcome,546
2021-09-09 20:20:25.855,/authenticated/task/list,543
2021-09-09 20:20:26.514,/master/welcome,258
2021-09-09 20:20:26.869,/master/welcome,329
2021-09-09 20:20:27.455,/master/sign-in,546
2021-09-09 20:20:28.424,/master/welcome,533
2021-09-09 20:20:29.087,/authenticated/task/list,589
2021-09-09 20:20:29.718,/master/welcome,248
2021-09-09 20:20:29.955,/master/welcome,228
2021-09-09 20:20:30.537,/master/sign-in,539
